"Genus","Display_genus","Sample_ID","Site","Relative_abundance_percent","Detected"
"Micrococcus","Micrococcus","250607_02","Lost Iguana",0.0291175308333853,TRUE
"Micrococcus","Micrococcus","250607_03","Lost Iguana",0.0421669812457331,TRUE
"Micrococcus","Micrococcus","250607_04","Lost Iguana",0,FALSE
"Micrococcus","Micrococcus","250607_05","Lost Iguana",0.262428925499344,TRUE
"Micrococcus","Micrococcus","250607_07","Lost Iguana",0.333004317091895,TRUE
"Micrococcus","Micrococcus","250607_08","Lost Iguana",0.19313221831666,TRUE
"Micrococcus","Micrococcus","250607_09","Lost Iguana",0.126802979870027,TRUE
"Micrococcus","Micrococcus","250607_10","Lost Iguana",0,FALSE
"Pseudomonas","Pseudomonas","220604_01","Veragua",0.100553041729512,TRUE
"Pseudomonas","Pseudomonas","220604_02","Veragua",0.112471882029493,TRUE
"Pseudomonas","Pseudomonas","220604_03","Veragua",1.98488258034735,TRUE
"Pseudomonas","Pseudomonas","220604_04","Veragua",0.39272857100354,TRUE
"Pseudomonas","Pseudomonas","220604_05","Veragua",0.990884767130742,TRUE
"Pseudomonas","Pseudomonas","220604_06","Veragua",0.4817753749564,TRUE
"Pseudomonas","Pseudomonas","220604_07","Veragua",0.339004410838059,TRUE
"Pseudomonas","Pseudomonas","220606_02","Veragua",1.34196400378907,TRUE
"Pseudomonas","Pseudomonas","220606_04","Veragua",0.51975051975052,TRUE
"Pseudomonas","Pseudomonas","220607_01","Veragua",0,FALSE
"Pseudomonas","Pseudomonas","220607_02","Veragua",0.11864561467555,TRUE
"Pseudomonas","Pseudomonas","220607_03","Veragua",0.0668909879596222,TRUE
"Pseudomonas","Pseudomonas","220607_04","Veragua",0.14326281050935,TRUE
"Pseudomonas","Pseudomonas","220609_01","Veragua",0.405160884273464,TRUE
"Pseudomonas","Pseudomonas","220609_02","Veragua",0.0472898811330889,TRUE
"Pseudomonas","Pseudomonas","220609_03","Veragua",0.355956102034176,TRUE
"Pseudomonas","Pseudomonas","220609_04","Veragua",0.129125251493949,TRUE
"Pseudomonas","Pseudomonas","220609_07","Veragua",0.0383114239877403,TRUE
"Pseudomonas","Pseudomonas","220707_11","Altos de Campana",0.0617665225447807,TRUE
"Pseudomonas","Pseudomonas","220707_12","Altos de Campana",0.20704546126771,TRUE
"Pseudomonas","Pseudomonas","220707_13","Altos de Campana",0.610782344318367,TRUE
"Pseudomonas","Pseudomonas","220707_14","Altos de Campana",0.0688605392867498,TRUE
"Pseudomonas","Pseudomonas","220707_15","Altos de Campana",0,FALSE
"Pseudomonas","Pseudomonas","220707_16","Altos de Campana",0.152230971128609,TRUE
"Pseudomonas","Pseudomonas","220707_17","Altos de Campana",0.0637962522829051,TRUE
"Pseudomonas","Pseudomonas","220707_18","Altos de Campana",0.117160456570749,TRUE
"Pseudomonas","Pseudomonas","220707_19","Altos de Campana",0,FALSE
"Pseudomonas","Pseudomonas","220707_20","Altos de Campana",0.0299246443047961,TRUE
"Pseudomonas","Pseudomonas","220708_01","Soberanía",0.190382174587505,TRUE
"Pseudomonas","Pseudomonas","220708_02","Soberanía",0.116834402607252,TRUE
"Pseudomonas","Pseudomonas","220708_03","Soberanía",0,FALSE
"Pseudomonas","Pseudomonas","220708_04","Soberanía",0.177292796193352,TRUE
"Pseudomonas","Pseudomonas","220708_05","Soberanía",0,FALSE
"Pseudomonas","Pseudomonas","220708_06","Soberanía",0.0229091037253727,TRUE
"Pseudomonas","Pseudomonas","220708_07","Soberanía",0,FALSE
"Pseudomonas","Pseudomonas","220708_08","Soberanía",0.080578373659825,TRUE
"Pseudomonas","Pseudomonas","220708_09","Soberanía",0.0819171206782218,TRUE
"Pseudomonas","Pseudomonas","220708_10","Soberanía",2.20022301395197,TRUE
"Pseudomonas","Pseudomonas","250607_01","Lost Iguana",6.04771359238599,TRUE
"Pseudomonas","Pseudomonas","250607_02","Lost Iguana",2.84103907988603,TRUE
"Pseudomonas","Pseudomonas","250607_03","Lost Iguana",0.160636119031364,TRUE
"Pseudomonas","Pseudomonas","250607_04","Lost Iguana",0,FALSE
"Pseudomonas","Pseudomonas","250607_05","Lost Iguana",0.163289109199592,TRUE
"Pseudomonas","Pseudomonas","250607_07","Lost Iguana",0.626127877645839,TRUE
"Pseudomonas","Pseudomonas","250607_08","Lost Iguana",0.826605894395303,TRUE
"Pseudomonas","Pseudomonas","250607_09","Lost Iguana",4.16864796322714,TRUE
"Pseudomonas","Pseudomonas","250607_10","Lost Iguana",1.79513816746312,TRUE
"Bosea","Bosea","220604_01","Veragua",0.100553041729512,TRUE
"Bosea","Bosea","220604_02","Veragua",0,FALSE
"Bosea","Bosea","220604_03","Veragua",0.227915296289885,TRUE
"Bosea","Bosea","220604_04","Veragua",0,FALSE
"Bosea","Bosea","220604_05","Veragua",0.0136048251779965,TRUE
"Bosea","Bosea","220604_06","Veragua",0,FALSE
"Bosea","Bosea","220604_07","Veragua",0.00756143667296786,TRUE
"Bosea","Bosea","220606_02","Veragua",0.0631512472371329,TRUE
"Bosea","Bosea","220606_04","Veragua",0,FALSE
"Bosea","Bosea","220607_01","Veragua",0,FALSE
"Bosea","Bosea","220607_02","Veragua",0,FALSE
"Bosea","Bosea","220607_03","Veragua",0.0709449872299023,TRUE
"Bosea","Bosea","220607_04","Veragua",0,FALSE
"Bosea","Bosea","220609_01","Veragua",0,FALSE
"Bosea","Bosea","220609_02","Veragua",0,FALSE
"Bosea","Bosea","220609_03","Veragua",0,FALSE
"Bosea","Bosea","220609_04","Veragua",0.105101948890424,TRUE
"Bosea","Bosea","220609_07","Veragua",0.466920479850585,TRUE
"Bosea","Bosea","220707_11","Altos de Campana",0.235484867201977,TRUE
"Bosea","Bosea","220707_12","Altos de Campana",0.118311692152977,TRUE
"Bosea","Bosea","220707_13","Altos de Campana",0.0380042347575873,TRUE
"Bosea","Bosea","220707_14","Altos de Campana",0.195708901130763,TRUE
"Bosea","Bosea","220707_15","Altos de Campana",0.035290484803035,TRUE
"Bosea","Bosea","220707_16","Altos de Campana",0.0761154855643045,TRUE
"Bosea","Bosea","220707_17","Altos de Campana",0,FALSE
"Bosea","Bosea","220707_18","Altos de Campana",0.0426038023893633,TRUE
"Bosea","Bosea","220707_19","Altos de Campana",0.0812727810067974,TRUE
"Bosea","Bosea","220707_20","Altos de Campana",0.190429554666884,TRUE
"Bosea","Bosea","220708_01","Soberanía",0.0987166831194472,TRUE
"Bosea","Bosea","220708_02","Soberanía",0,FALSE
"Bosea","Bosea","220708_03","Soberanía",0.18390531842316,TRUE
"Bosea","Bosea","220708_04","Soberanía",0,FALSE
"Bosea","Bosea","220708_05","Soberanía",0.0701114772488256,TRUE
"Bosea","Bosea","220708_06","Soberanía",0.0405314912064286,TRUE
"Bosea","Bosea","220708_07","Soberanía",0.161713042993364,TRUE
"Bosea","Bosea","220708_08","Soberanía",0.0984846789175638,TRUE
"Bosea","Bosea","220708_09","Soberanía",0.24835190554826,TRUE
"Bosea","Bosea","220708_10","Soberanía",0.734314232097691,TRUE
"Bosea","Bosea","250607_01","Lost Iguana",0,FALSE
"Bosea","Bosea","250607_02","Lost Iguana",0,FALSE
"Bosea","Bosea","250607_03","Lost Iguana",0.0481908357094093,TRUE
"Bosea","Bosea","250607_04","Lost Iguana",0,FALSE
"Bosea","Bosea","250607_05","Lost Iguana",0,FALSE
"Bosea","Bosea","250607_07","Lost Iguana",0.262215974237031,TRUE
"Bosea","Bosea","250607_08","Lost Iguana",0.0270385105643323,TRUE
"Bosea","Bosea","250607_09","Lost Iguana",0.126802979870027,TRUE
"Bosea","Bosea","250607_10","Lost Iguana",0,FALSE
